Organisation Name,Website,ASN,Peering Policy,IPv4 Address,IPv6 Address,MAC Address,Location,Switch Port and VLAN,Port Type,Service Speed,Service Type,Peering LAN,Membership Type,Route Servers,,
EDGOO NETWORKS UNIPESSOAL LDA,http://,6424,Selective,195.66.225.212,2001:7f8:4::1918:1,6822.8e8f.fc0c,Digital Realty Cloud House West (TCM),edge2-tcm 1/x1/1/c19/1,100G,100000,Regular,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
Triangle Networks,http://,60981,,195.66.236.69,2001:7f8:4:1::ee35:1,e0ac.f13c.1a51,Telehouse North (THN),edge2-thn-lon2 xe7,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Exascale,http://www.exascale.co.uk,61049,Selective,195.66.238.210,2001:7f8:4:1::ee79:1,c08b.2ad3.6c24,Telehouse North (THN),edge1-thn-lon2 xe32 VLAN: 51,ConneXions,2000,ConneXions,LINX LON2,ConneXions-full,rs2.lon2,rs4.lon2,
Telcom Networks Limited,https://telcom.io/,31631,Selective,195.66.236.46,2001:7f8:4:1::7b8f:1,7e1c.03dd.eeff,Telehouse North (THN),edge6-thn-lon2 xe9,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Avelacom Limited,http://www.avelacom.ru,208783,,195.66.226.150,2001:7f8:4::3:2f8f:1,5087.8912.d51f,Interxion LON2 (IN2),core3-in2 xe-3/0/12,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
M-Tech Systems Ltd,http://www.mtechsystems.co.uk/,203582,Open,195.66.225.144,2001:7f8:4::3:1b3e:2,1cae.cb4f.8405,Telehouse North (THN),edge6-thn xe-1/0/9,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Highwinds Network Group Inc.,http://www.highwinds.com,33438,No-peering,195.66.226.128,2001:7f8:4::829e:1,2899.3ab3.32d9,Telehouse West (THW),core4-thw et-2/0/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Pakistan Telecommunication Company Ltd,http://www.ptcl.com.pk/,17557,Selective,195.66.225.133,2001:7f8:4::4495:1,00c1.6429.49ea,Telehouse North (THN),core4-thn et-2/2/0 VLAN: 1887,ConneXions,10000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Zscaler Inc,http://www.zscaler.com,62044,Open,195.66.231.52,2001:7f8:4::f25c:4,c4ca.2bff.d857,Equinix LD6 (EQ4),edge1-eq4 4/1/c31/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Hydra Communications Ltd,http://www.bandwidth.co.uk,25369,Open,195.66.225.123,2001:7f8:4::6319:1,288a.1cc9.a61f,Equinix LD8 Harbour Exchange (TCH),core4-tch et-2/0/2 VLAN: 5,ConneXions,85000,ConneXions,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
Airband Community Internet Ltd,http://www.airband.co,203568,Selective,195.66.244.101,2001:7f8:4:2:0:3:1b30:1,e85c.0a5a.58ac,Equinix MA3 Joule House (TCJ),edge3-tcj-man1 ce8/1,100G,100000,Regular,LINX Manchester,full,rs1.man1,rs2.man1,
Faelix Limited,https://faelix.net/,41495,Open,195.66.244.97,2001:7f8:4:2::a217:1,e8a2.45b7.c5e0,Equinix MA5 (MA5),edge1-ma5-man1 po300 VLAN: 194,ConneXions,4000,ConneXions,LINX Manchester,ConneXions-full,rs2.man1,rs1.man1,
MEDIANOVA INTERNET HIZMETLERI VE TICARET ANONIM SIRKETI,http://www.medianova.com,21245,Open,185.1.126.198,2001:7f8:d1::52fd:1,3c2c.307b.9a52,MENA Gateway (MG1).(STJ),edge3-stj-jed1 ce8/1,100G,100000,Regular,Jeddah IX,jedix_customer,rs1.jed1,rs2.jed1,
Globe Telecom,http://,4775,Open,195.66.227.151,2001:7f8:4::12a7:1,407c.7d46.73b4,Telehouse North (THN),core3-thn ae204.0 VLAN: 1716,ConneXions,1000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Hyve,http://www.hyve.com,204413,,195.66.225.190,2001:7f8:4::3:1e7d:1,f04b.3aee.bca8,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c7/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
PSD Group,http://,206626,Open,195.66.236.52,2001:7f8:4:1::3:2722:1,f26b.cc38.ab24,Telehouse North (THN),edge3-thn-lon2 xe2,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
High Tide Group,http://hightidegroup.net,211501,Open,195.66.236.197,2001:7f8:4:1:0:3:3a2d:1,2cc8.1b61.7a6b,Interxion LON2 (IN2),edge1-in2-lon2 xe20 VLAN: 2493,ConneXions,1000,ConneXions,LINX LON2,full,rs2.lon2,rs4.lon2,
Webdiscount UK Ltd.,http://www.web-discount.co.uk,24637,Selective,195.66.227.44,2001:7f8:4::603d:1,78bc.1adf.bdc0,Telehouse East (THE),edge1-the 1/x1/1/c10/2,10G,10000,Regular,LINX LON1,full,,,
Voneus Ltd,http://www.lonsdalenet.co.uk,59811,Open,195.66.224.174,2001:7f8:4::e9a3:1,d853.9a08.92fd,Equinix LD6 (EQ4),edge1-eq4 5/1/c24/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Equinix,http://www.equinix.com/,15830,Selective,195.66.244.114,2001:7f8:4:2::3dd6:2,32b6.4fe4.259e,Equinix MA3 Joule House (TCJ),edge2-tcj-man1 xe32,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Akamai Technologies Inc.,http://www.akamai.com/,32787,Selective,185.1.126.12,2001:7f8:d1::8013:1,d466.2445.1800,MENA Gateway (MG1).(STJ),edge4-stj-jed1 ce12/1,100G,100000,Regular,Jeddah IX,full,rs1.jed1,rs2.jed1,
Qwilt Inc.,http://,20253,Selective,195.66.231.15,2001:7f8:4::4f1d:1,3c26.e4b6.8f00,Equinix LD6 (EQ4),edge1-eq4 5/1/c27/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Wessex Internet Limited,https://www.wessexinternet.com/,206347,Selective,195.66.231.124,2001:7f8:4::3:260b:2,0c59.9cb9.5c65,Equinix LD8 Harbour Exchange (TCH),core4-tch xe-4/0/12,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Oracle Corporation UK Ltd,http://www.oracle.com/us/products/applications/rightnow,31898,Open,195.66.226.34,2001:7f8:4::7c9a:1,4071.837b.9201,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c20/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
NSONE,https://ns1.com,62597,Selective,195.66.225.39,2001:7f8:4::f485:1,8890.0986.f47f,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c10/2,10G,10000,Regular,LINX LON1,full,,,
TalkTalk,https://www.talktalkgroup.com/,13285,Open,195.66.236.136,2001:7f8:4:1::33e5:1,84b5.9c6f.07c5,Equinix LD4 (EQ4),edge3-eq4-lon2 ce12/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
LeaseWeb Network BV,http://www.leaseweb.com,16265,Open,195.66.225.56,2001:7f8:4::3f89:1,948e.d38a.a8f7,Telehouse North (THN),core3-thn et-2/2/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
VoIP Unlimited,http://www.voip-unlimited.net,42004,Open,195.66.236.45,2001:7f8:4:1::a414:1,10f3.1135.ab97,Telehouse West (THW),edge1-thw-lon2 xe26,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
HighSpeed Office Limited,http://www.hso.co.uk,39326,Selective,195.66.244.83,2001:7f8:4:2::999e:1,44ec.cef4.d471,Equinix MA1 Williams House (TCW),edge5-tcw-man1 xe19,10G,10000,Regular,LINX Manchester,ConneXions-full,,,
Community Fibre,http://www.communityfibre.co.uk,201838,Open,195.66.226.144,2001:7f8:4::3:146e:1,0032.17fb.28e4,Telehouse North (THN),core3-thn et-3/2/2,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Vodafone Group Services Ltd Limited,https://www.vodafone.co.uk/,1273,Selective,195.66.224.182,2001:7f8:4::4f9:1,0019.e2ba.da41,Telehouse East (THE),edge1-the 1/x1/1/c12/2,10G,10000,Regular,LINX LON1,full,,,
Spectrum Internet Ltd,http://www.spectrum-internet.co.uk/,48294,Open,195.66.254.2,2001:7f8:4:4::bca6:1,100e.7eba.ec6b,BT Stadium House (BTS),edge2-bts.car1 13,10G,10000,Regular,LINX Wales,full,rs2.car1,rs1.car1,
GoFibre Holdings Ltd,http://,205847,Open,195.66.246.60,2001:7f8:4:3:0:3:2417:2,00cc.3452.4428,DataVita Glasgow DC1/DC2 (DVG),edge2-dvg-sco1 xe4,10G,10000,Regular,LINX Scotland,full,rs1.sco1,rs2.sco1,
ConnetU,http://www.connetu.com/,51945,Open,195.66.226.27,2001:7f8:4::cae9:1,ec38.7378.3720,Telehouse North (THN),edge6-thn xe-1/0/17,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Meta UK Ltd,http://www.facebook.com,32934,Selective,195.66.239.19,2001:7f8:4:1::80a6:3,0019.e2ba.d7c2,Equinix LD8 Harbour Exchange (TCH),edge4-tch-lon2 ce11/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
CompuWeb Communications Services,http://www.cwcs.co.uk,15510,Open,195.66.227.119,2001:7f8:4::3c96:1,c409.b707.758a,Telehouse West (THW),core3-thw xe-4/0/21,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Dropbox Ireland,http://www.dropbox.com,19679,Open,195.66.226.172,2001:7f8:4::4cdf:1,5c45.27d0.660a,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c21/1,100G,100000,Regular,LINX LON1,full,,,
Meta UK Ltd,http://www.facebook.com,32934,Selective,195.66.238.140,2001:7f8:4:1::80a6:4,30b6.4f03.a0d2,Equinix LD4 (EQ4),edge3-eq4-lon2 ce5/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Mobily,http://www.mobily.com.sa,48237,Selective,195.66.225.177,2001:7f8:4::bc6d:1,d46a.3550.fc84,Telehouse North (THN),edge6-thn xe-5/1/23,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Apple Europe Limited,http://www.apple.com,714,Selective,195.66.244.79,2001:7f8:4:2::2ca:1,6464.9bbb.d3c4,Equinix MA3 Joule House (TCJ),edge3-tcj-man1 ce3/1,100G,100000,Regular,LINX Manchester,full,,,
British Telecommunications plc,http://www.bt.net/,2856,Selective,195.66.236.11,2001:7f8:4:1::b28:1,28a2.4b06.6a20,Telehouse North2 (TH2),edge2-th2-lon2 ce2/1,100G,100000,Regular,LINX LON2,full,,,
Box Broadband Ltd,http://,210874,Selective,195.66.227.60,2001:7f8:4::3:37ba:2,0469.8fd1.54e6,Telehouse East (THE),edge1-the 1/x1/1/c6/4,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
TalkTalk,https://www.talktalkgroup.com/,13285,Open,195.66.244.43,2001:7f8:4:2::33e5:1,8890.0912.8ada,Equinix MA1 Williams House (TCW),edge8-tcw-man1 ce1/1,100G,100000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Spectrum Internet Ltd,http://www.spectrum-internet.co.uk/,48294,Open,195.66.244.197,2001:7f8:4:2::bca6:1,b48a.5f49.0409,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe20,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Chevron Products UK Limited,http://www.chevron.com,7862,Selective,195.66.227.109,2001:7f8:4::1eb6:1,84b5.9cf6.a2da,Equinix LD9 Powergate (TCA),edge1-tca xe-2/1/1,10G,10000,Regular,LINX LON1,full,,,
TU Darmstadt- Hochschulrechenzentrum,http://www.tu-darmstadt.de,8365,Selective,195.66.227.23,2001:7f8:4::20ad:1,0025.84f9.1510,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/11,10G,10000,Regular,LINX LON1,full,,,
Triton Digital Canada Inc.,https://www.tritondigital.com,13360,Selective,195.66.225.171,2001:7f8:4::3430:1,407f.5f25.7ecb,Telehouse North (THN),edge6-thn xe-3/0/11,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
eBay,http://www.ebay.com,62955,Open,206.55.196.33,2001:504:31::f5eb:1,3c94.d51f.d059,Equinix DC2 (EQA),edge2-eqa-nva1 ethernet-1/3/4,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
vXtream,http://,29668,Open,195.66.224.105,2001:7f8:4::73e4:1,4403.a7a2.1a20,Telehouse North (THN),edge6-thn xe-1/0/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Marstons Telecoms Limited,http://www.marstonstelecoms.com,61124,Open,195.66.224.189,2001:7f8:4::eec4:1,e4c7.224b.fcff,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c3/4,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Gamesys Ltd,http://www.gamesyscorporate.com/,44646,Open,195.66.226.155,2001:7f8:4::ae66:1,28a2.4b11.8ff0,Equinix LD9 Powergate (TCA),edge1-tca xe-2/1/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Entanet International Ltd,http://www.enta.net/,8468,Selective,195.66.224.151,2001:7f8:4::2114:1,f8ba.e6b4.0b82,Equinix LD6 (EQ4),edge1-eq4 5/1/c21/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Synextra Ltd,http://synextra.co.uk,59778,Open,195.66.244.190,2001:7f8:4:2::e982:1,9ce1.7654.f014,Equinix MA1 Williams House (TCW),edge7-tcw-man1 xe15,1000,1000,Regular,LINX Manchester,full,rs1.man1,rs2.man1,
Cisco WebEx,http://www.webex.com,13445,Selective,195.66.225.110,2001:7f8:4::3485:1,b026.8032.2240,Equinix LD8 Harbour Exchange (TCH),core3-tch et-2/5/2,100G,100000,Regular,LINX LON1,full,,,
IBM UK Limited,http://www.softlayer.com/,36351,Selective,206.55.196.46,2001:504:31::8dff:2,42a6.776b.816d,Equinix DC2 (EQA),edge1-eqa-nva1 ethernet-1/2/1,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
i3D.net B.V.,http://www.i3d.nl,49544,Selective,195.66.225.146,2001:7f8:4::c188:1,f07c.c7af.4f8a,Telehouse North (THN),core3-thn et-3/1/0,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Hyperoptic Limited,http://www.hyperoptic.com,56478,Selective,195.66.227.250,2001:7f8:4::dc9e:3,0031.2669.1b7e,Equinix LD6 (EQ4),edge1-eq4 5/1/c34/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Equinix Metal,http://,54825,Open,195.66.227.12,2001:7f8:4::d629:1,fc96.430c.8841,Equinix LD6 (EQ4),edge1-eq4 5/1/c28/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Gilat Telecom Ltd,https://www.gilat.com/,12491,Selective,195.66.226.248,2001:7f8:4::30cb:1,9c8a.cb4f.3c2a,Telehouse West (THW),core3-thw xe-5/1/18,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Telappliant,http://www.telappliant.com/,34066,Selective,195.66.224.249,2001:7f8:4::8512:1,1039.e9a0.e7cb,Telehouse North2 (TH2),edge2-th2 1/x1/1/c3/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
GEANT Vereniging,http://www.geant.org,21320,Selective,195.66.226.161,2001:7f8:4::5348:1,ae4b.c899.60f3,Equinix LD8 Harbour Exchange (TCH),core4-tch et-2/2/0,100G,100000,Regular,LINX LON1,full,,,
Exonetric,http://www.exonetric.com,12290,Open,195.66.236.92,2001:7f8:4:1::3002:1,100e.7e93.9ac1,Telehouse North (THN),edge3-thn-lon2 xe44,1000,1000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Dolphin Telecommunications Ltd,http://www.dolphintelecom.net/,37613,Selective,195.66.227.225,2001:7f8:4::92ed:2,6c71.0d81.ac5b,Telehouse North2 (TH2),edge2-th2 2/x1/1/c2/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Telecom Egypt,https://te.eg/,8452,Selective,195.66.226.105,2001:7f8:4::2104:1,4071.839d.7a96,Telehouse North (THN),edge6-thn xe-2/1/16,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Chess ICT Limited,https://chessict.co.uk/,5500,Open,195.66.227.8,2001:7f8:4::157c:1,1880.90b8.0706,Telehouse North (THN),edge6-thn ge-1/1/7,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Gigaclear,http://www.gigaclear.com/,56329,Open,195.66.227.5,2001:7f8:4::dc09:1,807f.f860.77c4,Equinix LD6 (EQ4),edge1-eq4 5/1/c17/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
EdgeCast Networks,http://www.edgecast.com,15133,Selective,195.66.226.115,2001:7f8:4::3b1d:2,d404.ffd4.bf56,Telehouse West (THW),core3-thw et-2/5/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Manx Telecom Ltd.,http://www.manx-telecom.com,13122,Open,195.66.225.3,2001:7f8:4::3342:1,e4c7.225c.26f1,Telehouse North (THN),edge6-thn xe-6/0/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Dataweb Global Group B.V.,http://,39572,Selective,195.66.225.34,2001:7f8:4::9a94:1,7c31.0e7d.38a0,Equinix LD6 (EQ4),edge1-eq4 5/1/c31/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Krystal Hosting Ltd,http://,12488,Open,195.66.226.73,2001:7f8:4::30c8:2,7850.7c4c.4427,Telehouse North (THN),core4-thn xe-3/0/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Google,http://www.google.com/,15169,Open,195.66.224.125,2001:7f8:4::3b41:1,88a2.5e16.887b,Telehouse North (THN),core4-thn et-2/0/0,100G,100000,Regular,LINX LON1,full-jedix_customer,rs1.lon1,rs3.lon1,
X-DSL Networking Solutions (Pty) Ltd t/a STEM,http://,36916,Open,195.66.225.67,2001:7f8:4::9034:2,8071.1ff5.a3df,Telehouse North (THN),edge6-thn xe-3/1/21,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Togo Telecom,http://www.togotelecom.tg,24691,Open,195.66.227.229,2001:7f8:4::6073:1,147b.acb4.038c,Telehouse North (THN),edge6-thn xe-6/0/14,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Meta UK Ltd,http://www.facebook.com,32934,Selective,195.66.225.121,2001:7f8:4::80a6:2,30b6.4f03.a0d3,Telehouse West (THW),core4-thw et-2/2/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Saudi Telecom Company (STC),http://www.stc.com.sa/,39386,Selective,195.66.236.123,2001:7f8:4:1::99da:1,e8b6.c2bb.e89a,Digital Realty Sovereign House (RBS),edge2-rbs-lon2 ce1/1,100G,100000,Regular,LINX LON2,full-jedix_customer,rs4.lon2,rs2.lon2,
Beeks Financial Cloud,https://www.beeksfinancialcloud.com/,206934,Open,195.66.225.181,2001:7f8:4::e118:1,507c.6f3e.857c,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c5/4,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
CZ.NIC,https://www.nic.cz/,200070,Open,195.66.227.112,2001:7f8:4::3:d86:1,d4f5.ef46.ade8,Telehouse North (THN),edge6-thn xe-4/0/13,10G,10000,Regular,LINX LON1,associate,rs1.lon1,rs3.lon1,
CYTA Cyprus Telecommunications Authority,http://www.cyta.com.cy,6866,Selective,195.66.226.205,2001:7f8:4::1ad2:1,b026.802b.e440,Equinix LD8 Harbour Exchange (TCH),core4-tch xe-3/0/20,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
HM Revenue & Customs,http://www.hmrc.gov.uk,204222,Restrictive,195.66.239.49,2001:7f8:4:1:0:3:1dbe:2,ec3e.f732.69fb,Telehouse West (THW),edge1-thw-lon2 xe5,10G,10000,Regular,LINX LON2,full,,,
HM Revenue & Customs,http://www.hmrc.gov.uk,204222,Restrictive,195.66.237.237,2001:7f8:4:1:0:3:1dbe:3,8890.09ea.7144,Equinix LD8 Harbour Exchange (TCH),edge1-tch-lon2 xe32,10G,10000,Regular,LINX LON2,full,,,
International Bible Student Association (IBSA),http://www.jw.org/en/,62244,Selective,195.66.226.89,2001:7f8:4::f324:1,002a.1077.f340,Telehouse North (THN),edge6-thn ge-3/1/2,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
China Mobile,http://www.cmi.chinamobile.com/en/,58453,Restrictive,195.66.238.5,2001:7f8:4:1::e455:1,689e.0b06.b8a0,Telehouse West (THW),edge2-thw-lon2 xe27,10G,10000,Regular,LINX LON2,full,,,
Bridge Fibre Ltd,http://www.bridgefibre.co.uk,51055,Open,195.66.226.151,2001:7f8:4::c76f:1,40a6.779a.e8fc,Telehouse North (THN),edge6-thn xe-1/0/22,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Simwood eSMS Limited,http://www.simwood.com,42353,Selective,195.66.236.39,2001:7f8:4:1::a571:2,001c.738e.5c55,Equinix LD4 (EQ4),edge2-eq4-lon2 xe14,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Visa- Inc,https://www.visa.com,2559,Selective,195.66.238.90,2001:7f8:4:1::9ff:1,3c8c.93d0.3014,Equinix LD8 Harbour Exchange (TCH),edge1-tch-lon2 xe28,10G,10000,Regular,LINX LON2,full,,,
4net Technologies Ltd,http://www.01t.co.uk,201933,Open,195.66.239.241,2001:7f8:4:1:0:3:14cd:1,8890.0971.e883,Telehouse North (THN),edge1-thn-lon2 xe18,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Sota Solutions,http://www.sota.co.uk,31742,Open,195.66.227.142,2001:7f8:4::7bfe:1,e0ac.f116.dd7d,Telehouse East (THE),edge1-the 2/x1/1/c6/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Internet Initiative Japan Inc,http://www.iij.ad.jp/en/,2497,Restrictive,195.66.225.237,2001:7f8:4::9c1:1,0881.f4e9.a14a,Telehouse West (THW),core3-thw xe-4/1/8,10G,10000,Regular,LINX LON1,full,,,
GLOMAN SA,http://www.gloman.gr,50311,Open,195.66.224.148,2001:7f8:4::c487:1,0024.3863.5043,Telehouse North (THN),edge6-thn ge-3/1/0,1000,1000,Regular,LINX LON1,full,,,
NTE Telekom AS,http://www.nte.no,34087,Selective,195.66.226.201,2001:7f8:4::8527:1,a0b4.39b3.3e9b,Equinix LD8 Harbour Exchange (TCH),core4-tch xe-3/0/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
BBC,http://www.bbc.co.uk/,2818,Open,195.66.238.229,2001:7f8:4:1::b02:2,9886.8b01.f3ce,Telehouse West (THW),edge1-thw-lon2 xe10,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Internet Connections,http://www.inetc.co.uk,34270,Selective,195.66.225.36,2001:7f8:4::85de:1,8071.1fc1.3402,Telehouse North (THN),edge6-thn xe-5/0/12,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Convergence Group Networks Ltd,http://www.convergencegroup.co.uk/,41811,Open,195.66.225.196,2001:7f8:4::a353:1,40b5.c1f1.2db6,Telehouse North (THN),core4-thn xe-3/0/12,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
British Telecommunications plc,http://www.bt.net/,2856,Selective,195.66.224.11,2001:7f8:4::b28:5,541e.5688.c4cc,Interxion LON2 (IN2),core3-in2 et-2/1/1,100G,100000,Regular,LINX LON1,full,,,
Glide,https://glidebusiness.co.uk/residential,42689,Selective,195.66.236.20,2001:7f8:4:1::a6c1:2,b0eb.7fb2.9e7c,Telehouse North (THN),edge5-thn-lon2 ce2/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Twitter,http://twitter.com,13414,Selective,195.66.225.142,2001:7f8:4::3466:1,025e.ef00.0001,Equinix LD8 Harbour Exchange (TCH),core3-tch et-2/1/2,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
RM Education,http://www.rm.com/,5503,Open,195.66.239.202,2001:7f8:4:1::157f:2,24fc.4e50.3920,Telehouse North (THN),edge2-thn-lon2 xe37,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Equinix Metal,http://,54825,Open,195.66.227.34,2001:7f8:4::d629:2,fc96.430a.83c0,Equinix LD6 (EQ4),edge1-eq4 5/1/c29/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
NFOrce Entertainment BV,http://www.nforce.nl,43350,Selective,195.66.226.121,2001:7f8:4::a956:1,cc4e.2418.6f00,Equinix LD8 Harbour Exchange (TCH),core4-tch xe-3/0/9,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Telecom Malagasy,http://www.telma.mg,37054,Open,195.66.226.21,2001:7f8:4::90be:1,b0a8.6e77.f14a,Telehouse North (THN),edge6-thn xe-1/0/11,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
eBay,http://www.ebay.com,62955,Open,195.66.227.75,2001:7f8:4::f5eb:1,4071.83a1.f059,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c6/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
VoIP Unlimited,http://www.voip-unlimited.net,42004,Open,195.66.224.45,2001:7f8:4::a414:1,a80c.0d2b.1f85,Telehouse West (THW),core3-thw xe-4/0/18,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Exa Networks Ltd.,http://www.exa-networks.co.uk,30740,Selective,195.66.244.10,2001:7f8:4:2::7814:1,444c.a874.489f,Equinix MA1 Williams House (TCW),edge5-tcw-man1 xe13,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
GlobalConnect A/S,http://www.globalconnect.dk/,31027,Selective,195.66.226.112,2001:7f8:4::7933:1,40a6.7744.1920,Telehouse North (THN),edge6-thn xe-3/1/20,10G,10000,Regular,LINX LON1,full,,,
AFNIC,http://www.afnic.fr/,2484,Open,195.66.227.3,2001:7f8:4::9b4:1,6487.885e.5f0d,Telehouse North (THN),edge6-thn ge-2/1/2,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
SIP Communications PLC,http://www.sipcom.com,47631,Open,195.66.224.38,2001:7f8:4::ba0f:1,5c5e.ab0d.f970,Telehouse North (THN),edge6-thn ge-2/1/0,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Open Fibre Networks Limited,http://www.ifnl.net,48945,Selective,195.66.238.78,2001:7f8:4:1::bf31:3,4055.82a5.1ddc,Telehouse West (THW),edge4-thw-lon2 ce6/1,100G,100000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Liquid Telecommunications,http://www.econetcarrier.com,30844,Open,195.66.236.68,2001:7f8:4:1::787c:1,ec38.73e5.9063,Telehouse North (THN),edge2-thn-lon2 xe38,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
